play;lexicon;spoken, total;spoken positive;spoken positive, %;spoken negative;spoken negative, %;stage, total;stage positive;stage positive, %;stage negative;stage negative, %
belsky-skazanie-o-nevidimom-grade-kitezhe;EmoLex;1439;338;23.488533703961085;183;12.717164697706739;264;45;17.045454545454543;32;12.121212121212121
belsky-skazanie-o-nevidimom-grade-kitezhe;LinisCrowd;1439;255;17.720639332870046;251;17.44266851980542;264;30;11.363636363636363;36;13.636363636363635
belsky-skazanie-o-nevidimom-grade-kitezhe;ChenSkiena;1439;387;26.893676164002777;261;18.13759555246699;264;48;18.181818181818183;57;21.59090909090909
belsky-skazanie-o-nevidimom-grade-kitezhe;ProductSentiRus;1439;43;2.9881862404447532;711;49.409312022237664;264;3;1.1363636363636365;134;50.75757575757576
blok-balaganchik;RuSentiLex;199;26;13.06532663316583;49;24.623115577889447;39;14;35.8974358974359;11;28.205128205128204
blok-balaganchik;EmoLex;199;53;26.633165829145728;25;12.562814070351758;39;21;53.84615384615385;4;10.256410256410255
blok-balaganchik;LinisCrowd;199;15;7.537688442211055;51;25.628140703517587;39;5;12.82051282051282;11;28.205128205128204
blok-balaganchik;ChenSkiena;199;55;27.63819095477387;31;15.577889447236181;39;12;30.76923076923077;14;35.8974358974359
blok-balaganchik;ProductSentiRus;199;8;4.0201005025125625;125;62.8140703517588;39;0;0.0;31;79.48717948717949
blok-neznakomka;RuSentiLex;338;62;18.34319526627219;54;15.976331360946746;132;9;6.8181818181818175;28;21.21212121212121
blok-neznakomka;EmoLex;338;107;31.65680473372781;33;9.763313609467456;132;33;25.0;20;15.151515151515152
blok-neznakomka;LinisCrowd;338;52;15.384615384615385;57;16.86390532544379;132;6;4.545454545454546;15;11.363636363636363
blok-neznakomka;ChenSkiena;338;98;28.994082840236686;60;17.75147928994083;132;32;24.242424242424242;26;19.696969696969695
blok-neznakomka;ProductSentiRus;338;10;2.9585798816568047;219;64.79289940828401;132;1;0.7575757575757576;102;77.27272727272727
blok-korol-na-ploschadi;RuSentiLex;414;71;17.14975845410628;115;27.77777777777778;133;9;6.7669172932330826;54;40.6015037593985
blok-korol-na-ploschadi;EmoLex;414;139;33.57487922705314;74;17.874396135265698;133;38;28.57142857142857;23;17.293233082706767
blok-korol-na-ploschadi;LinisCrowd;414;60;14.492753623188406;106;25.60386473429952;133;4;3.007518796992481;48;36.09022556390977
blok-korol-na-ploschadi;ChenSkiena;414;116;28.019323671497588;99;23.91304347826087;133;29;21.804511278195488;50;37.59398496240601
blok-korol-na-ploschadi;ProductSentiRus;414;9;2.1739130434782608;304;73.42995169082126;133;4;3.007518796992481;96;72.18045112781954
bulgakov-ivan-vasilevich;RuSentiLex;656;97;14.786585365853657;206;31.402439024390244;318;12;3.7735849056603774;31;9.748427672955975
bulgakov-ivan-vasilevich;EmoLex;656;215;32.77439024390244;99;15.091463414634147;318;29;9.119496855345911;21;6.60377358490566
bulgakov-ivan-vasilevich;LinisCrowd;656;87;13.26219512195122;189;28.810975609756095;318;15;4.716981132075472;48;15.09433962264151
bulgakov-ivan-vasilevich;ChenSkiena;656;244;37.19512195121951;97;14.786585365853657;318;23;7.232704402515723;51;16.037735849056602
bulgakov-ivan-vasilevich;ProductSentiRus;656;9;1.3719512195121952;421;64.17682926829268;318;2;0.628930817610063;160;50.314465408805034
bulgakov-beg;RuSentiLex;893;95;10.638297872340425;220;24.63605823068309;526;34;6.4638783269961975;92;17.490494296577946
bulgakov-beg;EmoLex;893;252;28.21948488241881;136;15.22956326987682;526;61;11.596958174904943;58;11.02661596958175
bulgakov-beg;LinisCrowd;893;86;9.630459126539753;239;26.763717805151177;526;26;4.942965779467681;73;13.878326996197718
bulgakov-beg;ChenSkiena;893;279;31.24300111982083;152;17.02127659574468;526;62;11.787072243346007;95;18.06083650190114
bulgakov-beg;ProductSentiRus;893;14;1.5677491601343785;567;63.49384098544233;526;3;0.5703422053231939;305;57.98479087452472
bulgakov-zojkina-kvartira;RuSentiLex;1501;217;14.457028647568288;291;19.38707528314457;513;23;4.483430799220272;60;11.695906432748536
bulgakov-zojkina-kvartira;EmoLex;1501;418;27.848101265822784;178;11.858760826115923;513;38;7.4074074074074066;43;8.382066276803119
bulgakov-zojkina-kvartira;LinisCrowd;1501;210;13.990672884743505;284;18.920719520319786;513;21;4.093567251461988;59;11.500974658869396
bulgakov-zojkina-kvartira;ChenSkiena;1501;467;31.11259160559627;204;13.590939373750832;513;43;8.382066276803119;96;18.71345029239766
bulgakov-zojkina-kvartira;ProductSentiRus;1501;26;1.73217854763491;907;60.42638241172552;513;4;0.7797270955165692;268;52.241715399610136
bulgakov-poslednie-dni;RuSentiLex;779;120;15.40436456996149;195;25.03209242618742;327;19;5.81039755351682;27;8.256880733944955
bulgakov-poslednie-dni;EmoLex;779;208;26.700898587933246;124;15.917843388960208;327;54;16.51376146788991;24;7.339449541284404
bulgakov-poslednie-dni;LinisCrowd;779;100;12.836970474967908;165;21.18100128369705;327;10;3.058103975535168;46;14.067278287461773
bulgakov-poslednie-dni;ChenSkiena;779;266;34.146341463414636;137;17.58664955070603;327;37;11.314984709480122;72;22.018348623853214
bulgakov-poslednie-dni;ProductSentiRus;779;12;1.540436456996149;497;63.7997432605905;327;0;0.0;193;59.021406727828754
bulgakov-poloumnyj-zhurden;RuSentiLex;744;146;19.623655913978492;147;19.758064516129032;228;2;0.8771929824561403;21;9.210526315789473
bulgakov-poloumnyj-zhurden;EmoLex;744;264;35.483870967741936;63;8.46774193548387;228;36;15.789473684210526;31;13.596491228070176
bulgakov-poloumnyj-zhurden;LinisCrowd;744;120;16.129032258064516;125;16.801075268817204;228;2;0.8771929824561403;23;10.087719298245613
bulgakov-poloumnyj-zhurden;ChenSkiena;744;283;38.03763440860215;88;11.827956989247312;228;20;8.771929824561402;48;21.052631578947366
bulgakov-poloumnyj-zhurden;ProductSentiRus;744;27;3.6290322580645165;454;61.02150537634409;228;0;0.0;132;57.89473684210527
bulgakov-dni-turbinyh;RuSentiLex;1414;191;13.507779349363508;280;19.801980198019802;372;9;2.4193548387096775;44;11.827956989247312
bulgakov-dni-turbinyh;EmoLex;1414;434;30.693069306930692;164;11.598302687411598;372;52;13.978494623655912;37;9.946236559139784
bulgakov-dni-turbinyh;LinisCrowd;1414;185;13.083451202263083;258;18.246110325318245;372;6;1.6129032258064515;49;13.172043010752688
bulgakov-dni-turbinyh;ChenSkiena;1414;509;35.997171145685996;213;15.063649222065065;372;31;8.333333333333332;83;22.311827956989248
bulgakov-dni-turbinyh;ProductSentiRus;1414;27;1.9094766619519095;841;59.476661951909485;372;1;0.2688172043010753;206;55.376344086021504
bulgakov-kabala-svjatosh;RuSentiLex;751;109;14.513981358189081;180;23.96804260985353;506;22;4.3478260869565215;102;20.158102766798418
bulgakov-kabala-svjatosh;EmoLex;751;211;28.095872170439414;120;15.978695073235686;506;67;13.24110671936759;47;9.288537549407115
bulgakov-kabala-svjatosh;LinisCrowd;751;100;13.315579227696405;141;18.77496671105193;506;29;5.7312252964426875;101;19.960474308300398
bulgakov-kabala-svjatosh;ChenSkiena;751;222;29.560585885486017;129;17.177097203728362;506;66;13.043478260869565;94;18.57707509881423
bulgakov-kabala-svjatosh;ProductSentiRus;751;14;1.8641810918774968;468;62.31691078561917;506;1;0.1976284584980237;278;54.9407114624506
bulgakov-vojna-i-mir;RuSentiLex;647;100;15.455950540958268;169;26.120556414219475;503;17;3.3797216699801194;67;13.320079522862823
bulgakov-vojna-i-mir;EmoLex;647;257;39.721792890262755;70;10.819165378670787;503;67;13.320079522862823;69;13.717693836978132
bulgakov-vojna-i-mir;LinisCrowd;647;99;15.301391035548686;130;20.09273570324575;503;39;7.75347912524851;69;13.717693836978132
bulgakov-vojna-i-mir;ChenSkiena;647;221;34.15765069551777;128;19.783616692426584;503;52;10.337972166998012;145;28.82703777335984
bulgakov-vojna-i-mir;ProductSentiRus;647;10;1.545595054095827;428;66.15146831530139;503;3;0.5964214711729622;283;56.2624254473161
bulgakov-batum;RuSentiLex;964;110;11.410788381742739;180;18.672199170124482;482;22;4.564315352697095;72;14.937759336099585
bulgakov-batum;EmoLex;964;275;28.526970954356845;132;13.692946058091287;482;47;9.751037344398341;71;14.730290456431536
bulgakov-batum;LinisCrowd;964;96;9.95850622406639;157;16.286307053941908;482;17;3.5269709543568464;82;17.012448132780083
bulgakov-batum;ChenSkiena;964;308;31.950207468879665;156;16.182572614107883;482;62;12.863070539419086;112;23.236514522821576
bulgakov-batum;ProductSentiRus;964;11;1.1410788381742738;616;63.90041493775933;482;2;0.4149377593360996;261;54.149377593360995
bulgakov-adam-i-eva;RuSentiLex;886;114;12.866817155756207;229;25.84650112866817;420;12;2.857142857142857;43;10.238095238095237
bulgakov-adam-i-eva;EmoLex;886;275;31.038374717832955;155;17.494356659142213;420;60;14.285714285714285;50;11.904761904761903
bulgakov-adam-i-eva;LinisCrowd;886;104;11.738148984198645;214;24.153498871331827;420;20;4.761904761904762;72;17.142857142857142
bulgakov-adam-i-eva;ChenSkiena;886;288;32.50564334085779;151;17.042889390519186;420;44;10.476190476190476;79;18.80952380952381
bulgakov-adam-i-eva;ProductSentiRus;886;7;0.7900677200902935;567;63.99548532731377;420;6;1.4285714285714286;221;52.61904761904762
glinka-velzen;RuSentiLex;1260;190;15.079365079365079;559;44.36507936507936;153;7;4.57516339869281;30;19.607843137254903
glinka-velzen;EmoLex;1260;344;27.3015873015873;375;29.761904761904763;153;44;28.75816993464052;15;9.803921568627452
glinka-velzen;LinisCrowd;1260;166;13.174603174603176;430;34.12698412698413;153;8;5.228758169934641;21;13.725490196078432
glinka-velzen;ChenSkiena;1260;293;23.253968253968253;408;32.38095238095238;153;17;11.11111111111111;34;22.22222222222222
glinka-velzen;ProductSentiRus;1260;36;2.857142857142857;704;55.87301587301587;153;3;1.9607843137254901;64;41.830065359477125
gogol-igroki;RuSentiLex;492;93;18.902439024390244;86;17.479674796747968;177;11;6.214689265536723;13;7.344632768361582
gogol-igroki;EmoLex;492;212;43.08943089430895;42;8.536585365853659;177;14;7.909604519774012;19;10.734463276836157
gogol-igroki;LinisCrowd;492;76;15.447154471544716;113;22.96747967479675;177;10;5.649717514124294;22;12.429378531073446
gogol-igroki;ChenSkiena;492;234;47.5609756097561;55;11.178861788617885;177;25;14.124293785310735;28;15.819209039548024
gogol-igroki;ProductSentiRus;492;4;0.8130081300813009;322;65.4471544715447;177;0;0.0;94;53.10734463276836
gogol-utro-delovogo-cheloveka;RuSentiLex;86;10;11.627906976744185;9;10.465116279069768;27;4;14.814814814814813;4;14.814814814814813
gogol-utro-delovogo-cheloveka;EmoLex;86;37;43.02325581395349;3;3.488372093023256;27;3;11.11111111111111;4;14.814814814814813
gogol-utro-delovogo-cheloveka;LinisCrowd;86;8;9.30232558139535;11;12.790697674418606;27;2;7.4074074074074066;3;11.11111111111111
gogol-utro-delovogo-cheloveka;ChenSkiena;86;45;52.32558139534884;7;8.13953488372093;27;2;7.4074074074074066;3;11.11111111111111
gogol-utro-delovogo-cheloveka;ProductSentiRus;86;0;0.0;68;79.06976744186046;27;0;0.0;16;59.25925925925925
gogol-teatralnyi-razezd;RuSentiLex;291;66;22.68041237113402;114;39.175257731958766;119;19;15.966386554621847;6;5.042016806722689
gogol-teatralnyi-razezd;EmoLex;291;147;50.51546391752577;45;15.463917525773196;119;25;21.008403361344538;3;2.5210084033613445
gogol-teatralnyi-razezd;LinisCrowd;291;86;29.553264604810998;69;23.711340206185564;119;4;3.361344537815126;10;8.403361344537815
gogol-teatralnyi-razezd;ChenSkiena;291;154;52.92096219931272;41;14.0893470790378;119;28;23.52941176470588;19;15.966386554621847
gogol-teatralnyi-razezd;ProductSentiRus;291;8;2.7491408934707904;245;84.19243986254295;119;1;0.8403361344537815;76;63.86554621848739
gogol-tjazhba;RuSentiLex;71;10;14.084507042253522;23;32.3943661971831;23;0;0.0;0;0.0
gogol-tjazhba;EmoLex;71;22;30.985915492957744;11;15.492957746478872;23;2;8.695652173913043;0;0.0
gogol-tjazhba;LinisCrowd;71;13;18.30985915492958;20;28.169014084507044;23;0;0.0;1;4.3478260869565215
gogol-tjazhba;ChenSkiena;71;30;42.25352112676056;8;11.267605633802818;23;3;13.043478260869565;4;17.391304347826086
gogol-tjazhba;ProductSentiRus;71;0;0.0;44;61.97183098591549;23;0;0.0;11;47.82608695652174
gogol-otryvok;RuSentiLex;139;35;25.179856115107913;24;17.26618705035971;34;2;5.88235294117647;0;0.0
gogol-otryvok;EmoLex;139;79;56.83453237410072;12;8.633093525179856;34;3;8.823529411764707;1;2.941176470588235
gogol-otryvok;LinisCrowd;139;28;20.14388489208633;37;26.618705035971225;34;0;0.0;0;0.0
gogol-otryvok;ChenSkiena;139;72;51.798561151079134;13;9.352517985611511;34;2;5.88235294117647;7;20.588235294117645
gogol-otryvok;ProductSentiRus;139;2;1.4388489208633095;95;68.34532374100719;34;0;0.0;19;55.88235294117647
gogol-zhenitba;RuSentiLex;723;118;16.32088520055325;142;19.64038727524205;272;7;2.5735294117647056;19;6.985294117647059
gogol-zhenitba;EmoLex;723;324;44.81327800829876;50;6.915629322268327;272;21;7.720588235294118;17;6.25
gogol-zhenitba;LinisCrowd;723;103;14.246196403872752;143;19.778699861687414;272;8;2.941176470588235;24;8.823529411764707
gogol-zhenitba;ChenSkiena;723;354;48.96265560165975;84;11.618257261410788;272;37;13.602941176470587;41;15.073529411764705
gogol-zhenitba;ProductSentiRus;723;9;1.2448132780082988;508;70.26279391424619;272;0;0.0;155;56.98529411764706
gogol-revizor;RuSentiLex;944;185;19.597457627118644;199;21.08050847457627;438;23;5.251141552511415;60;13.698630136986301
gogol-revizor;EmoLex;944;428;45.33898305084746;85;9.004237288135593;438;35;7.9908675799086755;26;5.93607305936073
gogol-revizor;LinisCrowd;944;163;17.266949152542374;234;24.78813559322034;438;13;2.968036529680365;39;8.904109589041095
gogol-revizor;ChenSkiena;944;490;51.90677966101694;93;9.851694915254237;438;42;9.58904109589041;95;21.689497716894977
gogol-revizor;ProductSentiRus;944;6;0.6355932203389831;690;73.09322033898306;438;1;0.228310502283105;218;49.77168949771689
gogol-lakeiskaja;RuSentiLex;84;6;7.142857142857142;18;21.428571428571427;35;2;5.714285714285714;8;22.857142857142858
gogol-lakeiskaja;EmoLex;84;42;50.0;5;5.952380952380952;35;8;22.857142857142858;2;5.714285714285714
gogol-lakeiskaja;LinisCrowd;84;8;9.523809523809524;12;14.285714285714285;35;6;17.142857142857142;4;11.428571428571429
gogol-lakeiskaja;ChenSkiena;84;30;35.714285714285715;9;10.714285714285714;35;8;22.857142857142858;8;22.857142857142858
gogol-lakeiskaja;ProductSentiRus;84;0;0.0;63;75.0;35;0;0.0;24;68.57142857142857
gorky-egor-bulychov-i-drugie;RuSentiLex;1064;132;12.406015037593985;337;31.67293233082707;199;12;6.030150753768844;27;13.5678391959799
gorky-egor-bulychov-i-drugie;EmoLex;1064;301;28.289473684210524;179;16.823308270676694;199;11;5.527638190954774;27;13.5678391959799
gorky-egor-bulychov-i-drugie;LinisCrowd;1064;158;14.849624060150376;290;27.25563909774436;199;10;5.025125628140704;36;18.090452261306535
gorky-egor-bulychov-i-drugie;ChenSkiena;1064;339;31.860902255639097;202;18.984962406015036;199;26;13.06532663316583;20;10.050251256281408
gorky-egor-bulychov-i-drugie;ProductSentiRus;1064;30;2.819548872180451;690;64.84962406015038;199;1;0.5025125628140703;110;55.27638190954774
gorky-na-dne;RuSentiLex;1280;186;14.531250000000002;362;28.281250000000004;525;34;6.476190476190475;71;13.523809523809524
gorky-na-dne;EmoLex;1280;341;26.640625;188;14.6875;525;57;10.857142857142858;67;12.761904761904763
gorky-na-dne;LinisCrowd;1280;175;13.671875;346;27.03125;525;37;7.0476190476190474;65;12.380952380952381
gorky-na-dne;ChenSkiena;1280;404;31.5625;228;17.8125;525;65;12.380952380952381;73;13.904761904761905
gorky-na-dne;ProductSentiRus;1280;25;1.953125;853;66.640625;525;5;0.9523809523809524;300;57.14285714285714
gorky-vassa-zheleznova;RuSentiLex;1065;115;10.7981220657277;249;23.380281690140844;466;29;6.223175965665236;63;13.519313304721031
gorky-vassa-zheleznova;EmoLex;1065;280;26.291079812206576;107;10.046948356807512;466;59;12.660944206008583;45;9.656652360515022
gorky-vassa-zheleznova;LinisCrowd;1065;126;11.830985915492958;201;18.87323943661972;466;30;6.437768240343347;50;10.72961373390558
gorky-vassa-zheleznova;ChenSkiena;1065;344;32.30046948356807;136;12.769953051643194;466;71;15.236051502145923;48;10.300429184549357
gorky-vassa-zheleznova;ProductSentiRus;1065;33;3.0985915492957745;661;62.06572769953051;466;8;1.7167381974248928;223;47.85407725321888
griboyedov-molodye-suprugi;RuSentiLex;797;171;21.45545796737767;155;19.44792973651192;33;0;0.0;1;3.0303030303030303
griboyedov-molodye-suprugi;EmoLex;797;210;26.348808030112924;120;15.056461731493098;33;3;9.090909090909092;0;0.0
griboyedov-molodye-suprugi;LinisCrowd;797;118;14.805520702634881;137;17.189460476787954;33;0;0.0;0;0.0
griboyedov-molodye-suprugi;ChenSkiena;797;258;32.37139272271016;120;15.056461731493098;33;2;6.0606060606060606;6;18.181818181818183
griboyedov-molodye-suprugi;ProductSentiRus;797;30;3.7641154328732744;478;59.97490589711418;33;0;0.0;21;63.63636363636363
griboyedov-gore-ot-uma;RuSentiLex;2423;363;14.981427981840692;478;19.72761040033017;251;4;1.593625498007968;22;8.764940239043826
griboyedov-gore-ot-uma;EmoLex;2423;584;24.102352455633515;283;11.679735864630624;251;16;6.374501992031872;13;5.179282868525896
griboyedov-gore-ot-uma;LinisCrowd;2423;272;11.225753198514239;392;16.178291374329344;251;4;1.593625498007968;21;8.366533864541832
griboyedov-gore-ot-uma;ChenSkiena;2423;643;26.537350392075936;368;15.187783739166322;251;16;6.374501992031872;47;18.725099601593627
griboyedov-gore-ot-uma;ProductSentiRus;2423;80;3.30169211721007;1321;54.51919108543129;251;1;0.398406374501992;113;45.0199203187251
gumilyov-akteon;RuSentiLex;272;27;9.926470588235293;47;17.27941176470588;55;5;9.090909090909092;6;10.909090909090908
gumilyov-akteon;EmoLex;272;55;20.22058823529412;31;11.397058823529411;55;10;18.181818181818183;4;7.2727272727272725
gumilyov-akteon;LinisCrowd;272;29;10.661764705882353;37;13.602941176470587;55;2;3.6363636363636362;4;7.2727272727272725
gumilyov-akteon;ChenSkiena;272;63;23.161764705882355;56;20.588235294117645;55;5;9.090909090909092;8;14.545454545454545
gumilyov-akteon;ProductSentiRus;272;9;3.308823529411765;144;52.94117647058824;55;0;0.0;29;52.72727272727272
gumilyov-ditja-allaha;RuSentiLex;807;161;19.950433705080545;177;21.933085501858738;66;1;1.5151515151515151;6;9.090909090909092
gumilyov-ditja-allaha;EmoLex;807;224;27.757125154894673;118;14.622057001239158;66;9;13.636363636363635;12;18.181818181818183
gumilyov-ditja-allaha;LinisCrowd;807;120;14.869888475836431;145;17.967781908302356;66;1;1.5151515151515151;17;25.757575757575758
gumilyov-ditja-allaha;ChenSkiena;807;246;30.483271375464682;177;21.933085501858738;66;2;3.0303030303030303;32;48.484848484848484
gumilyov-ditja-allaha;ProductSentiRus;807;34;4.2131350681536555;452;56.00991325898389;66;0;0.0;44;66.66666666666666
gumilyov-gondla;RuSentiLex;1107;167;15.085817524841916;277;25.022583559168925;85;1;1.1764705882352942;6;7.0588235294117645
gumilyov-gondla;EmoLex;1107;265;23.938572719060524;188;16.982836495031616;85;4;4.705882352941177;9;10.588235294117647
gumilyov-gondla;LinisCrowd;1107;154;13.911472448057813;210;18.97018970189702;85;3;3.5294117647058822;13;15.294117647058824
gumilyov-gondla;ChenSkiena;1107;284;25.65492321589883;207;18.69918699186992;85;5;5.88235294117647;13;15.294117647058824
gumilyov-gondla;ProductSentiRus;1107;46;4.155374887082204;624;56.36856368563685;85;0;0.0;41;48.23529411764706
gumilyov-don-zhuan-v-egipte;RuSentiLex;291;44;15.120274914089347;41;14.0893470790378;42;3;7.142857142857142;2;4.761904761904762
gumilyov-don-zhuan-v-egipte;EmoLex;291;63;21.649484536082475;36;12.371134020618557;42;10;23.809523809523807;3;7.142857142857142
gumilyov-don-zhuan-v-egipte;LinisCrowd;291;37;12.714776632302405;33;11.34020618556701;42;3;7.142857142857142;5;11.904761904761903
gumilyov-don-zhuan-v-egipte;ChenSkiena;291;77;26.46048109965636;45;15.463917525773196;42;9;21.428571428571427;5;11.904761904761903
gumilyov-don-zhuan-v-egipte;ProductSentiRus;291;7;2.405498281786942;153;52.57731958762887;42;1;2.380952380952381;25;59.523809523809526
dashkova-toisiokov;RuSentiLex;338;99;29.289940828402365;86;25.443786982248522;186;2;1.0752688172043012;7;3.763440860215054
dashkova-toisiokov;EmoLex;338;164;48.5207100591716;48;14.201183431952662;186;12;6.451612903225806;6;3.225806451612903
dashkova-toisiokov;LinisCrowd;338;93;27.514792899408285;73;21.597633136094675;186;4;2.1505376344086025;10;5.376344086021505
dashkova-toisiokov;ChenSkiena;338;188;55.62130177514793;45;13.313609467455622;186;11;5.913978494623656;28;15.053763440860216
dashkova-toisiokov;ProductSentiRus;338;4;1.183431952662722;279;82.54437869822485;186;0;0.0;77;41.39784946236559
ekaterina-vtoraja-o-vremja;RuSentiLex;281;56;19.9288256227758;104;37.01067615658363;71;0;0.0;12;16.901408450704224
ekaterina-vtoraja-o-vremja;EmoLex;281;163;58.00711743772242;28;9.9644128113879;71;3;4.225352112676056;3;4.225352112676056
ekaterina-vtoraja-o-vremja;LinisCrowd;281;76;27.046263345195733;79;28.11387900355872;71;2;2.8169014084507045;6;8.450704225352112
ekaterina-vtoraja-o-vremja;ChenSkiena;281;146;51.95729537366548;45;16.014234875444842;71;3;4.225352112676056;7;9.859154929577464
ekaterina-vtoraja-o-vremja;ProductSentiRus;281;4;1.4234875444839856;230;81.85053380782918;71;0;0.0;29;40.845070422535215
ekaterina-vtoraja-iz-zhizni-rjurika;RuSentiLex;243;62;25.514403292181072;58;23.868312757201647;89;3;3.3707865168539324;0;0.0
ekaterina-vtoraja-iz-zhizni-rjurika;EmoLex;243;116;47.73662551440329;21;8.641975308641975;89;15;16.853932584269664;0;0.0
ekaterina-vtoraja-iz-zhizni-rjurika;LinisCrowd;243;79;32.510288065843625;46;18.930041152263374;89;6;6.741573033707865;7;7.865168539325842
ekaterina-vtoraja-iz-zhizni-rjurika;ChenSkiena;243;107;44.03292181069959;49;20.16460905349794;89;4;4.49438202247191;2;2.247191011235955
ekaterina-vtoraja-iz-zhizni-rjurika;ProductSentiRus;243;1;0.411522633744856;183;75.30864197530865;89;0;0.0;28;31.46067415730337
ekaterina-vtoraja-rasstroennaja-semja;RuSentiLex;879;123;13.993174061433447;176;20.022753128555177;259;8;3.088803088803089;8;3.088803088803089
ekaterina-vtoraja-rasstroennaja-semja;EmoLex;879;303;34.470989761092156;80;9.101251422070535;259;11;4.247104247104247;7;2.7027027027027026
ekaterina-vtoraja-rasstroennaja-semja;LinisCrowd;879;145;16.496018202502842;128;14.562002275312855;259;13;5.019305019305019;7;2.7027027027027026
ekaterina-vtoraja-rasstroennaja-semja;ChenSkiena;879;299;34.01592718998862;121;13.765642775881684;259;6;2.3166023166023164;10;3.861003861003861
ekaterina-vtoraja-rasstroennaja-semja;ProductSentiRus;879;8;0.9101251422070534;600;68.25938566552901;259;0;0.0;54;20.84942084942085
zagoskin-blagorodnyj-teatr;RuSentiLex;2697;326;12.087504634779386;494;18.31664812754913;360;8;2.2222222222222223;12;3.3333333333333335
zagoskin-blagorodnyj-teatr;EmoLex;2697;728;26.992955135335556;229;8.490915832406378;360;22;6.111111111111111;17;4.722222222222222
zagoskin-blagorodnyj-teatr;LinisCrowd;2697;269;9.974045235446791;417;15.461624026696331;360;7;1.9444444444444444;25;6.944444444444445
zagoskin-blagorodnyj-teatr;ChenSkiena;2697;849;31.47942157953281;332;12.309974045235448;360;29;8.055555555555555;57;15.833333333333332
